#    n            s1         s2        s3          s4         s5         s6         s7         s8         s9        s10
#
#
    177000   1893458          0          0          0   14498754   15123255          0   30962909    2259160          0     943952          0          0          0  126129480  685102928          0 1723249240  115309440          0 
    178000   1993179          0          0          0   13431623   13973243          0   29747926    2323972          0     943952          0          0          0  127432960  693048696          0 1743264640  116614160          0 
    179000   1857717          0          0          0   13727977   14473762          0   40007894    2358225          0     943952          0          0          0  128741656  701008192          0 1763379016  117923064          0 
    180000   1974850          0          0          0   13936570   14547923          0   31718830    2294723          0     943952          0          0          0  130054536  708973160          0 1783621312  119234840          0 
    181000   1896581          0          0          0   13333992   16824395          0   30164475    2290043          0     943952          0          0          0  131370288  716933104          0 1804011000  120548008          0 
    182000   1910197          0          0          0   13853304   14678854          0   30187289    2295392          0     943952          0          0          0  132687432  725002672          0 1824515040  121861440          0 
    183000   1936178          0          0          0   13682473   14860895          0   30582458    2327034          0     943952          0          0          0  134004840  733046352          0 1845133888  123180288          0 
    184000   1971413          0          0          0   13669825   14815201          0   32082755    2314092          0     943952          0          0          0  135327664  741105360          0 1865857448  124497280          0 
    185000   2684008          0          0          0   13612555   14682212          0   31558818    2354922          0     943952          0          0          0  136648632  749205856          0 1886699912  125811344          0 
    186000   1933750          0          0          0   13704722   16232363          0   31256954    2364043          0     943952          0          0          0  137966672  757311160          0 1907653160  127127576          0 
    187000   1955121          0          0          0   13732319   14859355          0   31465479    2377876          0     943952          0          0          0  139286880  765443304          0 1928781904  128444328          0 
    188000   1963633          0          0          0   13820657   15047502          0   32112610    2369560          0     943952          0          0          0  140607608  773642712          0 1950006680  129754832          0 
    189000   1973533          0          0          0   13992336   14972816          0   31982009    2379660          0     943952          0          0          0  141922088  781926968          0 1971329720  131058424          0 
    190000   1986396          0          0          0   14579718   15038084          0   32373451    2442916          0     943952          0          0          0  143229656  790243504          0 1992815928  132376392          0 
    191000   1979436          0          0          0   14027965   15064444          0   32045027    2403499          0     943952          0          0          0  144551600  798530936          0 2014456976  133707456          0 
    192000   2102347          0          0          0   14163948   15062952          0   32499485    2425638          0     943952          0          0          0  145886640  806904232          0 2036156648  135033936          0 
    193000   2090142          0          0          0   14271195   15179810          0   32898499    2445310          0     943952          0          0          0  147217096  815204272          0 2058201432  136375352          0 
    194000   2050369          0          0          0   14959982   15045029          0   32661446    2515706          0     943952          0          0          0  148562488  823606736          0 2080181968  137715424          0 
    195000   2107424          0          0          0   15781313   15572888          0   33092951    2515556          0     943952          0          0          0  149906536  831965104          0 2102404888  139063280          0 
